severity,category,jira_key,schedule_key,project_key,issue_type,summary,field,old_value,new_value,color,message,reviewer_action,source_row
Review,InPlanning,WEB-2010,,WEB,Epic,Client Walkthrough - Design system discovery with no pointed child work,In Planning,,Yes,in_planning,Epic has no pointed child stories/tasks and is marked In Planning.,Confirm this epic is intentionally unestimated or add pointed child work.,28
Warning,SelfDependencySkipped,WEB-2008,WEB-2008,WEB,Epic,Client Walkthrough - Web launch self dependency example,Dependency Review,,,dependency_review,Skipped self-dependency WEB-2008 -> WEB-2008.,Correct the Jira blocker link.,27
Info,ChangedField,WEB-2008,WEB-2008,WEB,Epic,Client Walkthrough - Web launch self dependency example,% Complete,50,45,changed_cell,% Complete changed from '50' to '45'.,Review the changed sandbox cell.,27
Info,ChangedField,WEB-2008,WEB-2008,WEB,Epic,Client Walkthrough - Web launch self dependency example,Total Story Points,20,22,changed_cell,Total Story Points changed from '20' to '22'.,Review the changed sandbox cell.,27
Info,ChangedField,WEB-2008,WEB-2008,WEB,Epic,Client Walkthrough - Web launch self dependency example,Logged Hours,12.5,15.5,changed_cell,Logged Hours changed from '12.5' to '15.5'.,Review the changed sandbox cell.,27
Info,ChangedField,WEB-2000,WEB-2000,WEB,Epic,Scale Rows - Web Experience - Search results tuning wave 01,% Complete,33,29,changed_cell,% Complete changed from '33' to '29'.,Review the changed sandbox cell.,36
Info,ChangedField,WEB-2000,WEB-2000,WEB,Epic,Scale Rows - Web Experience - Search results tuning wave 01,Total Story Points,21,24,changed_cell,Total Story Points changed from '21' to '24'.,Review the changed sandbox cell.,36
Info,ChangedField,WEB-2000,WEB-2000,WEB,Epic,Scale Rows - Web Experience - Search results tuning wave 01,Logged Hours,15.5,19,changed_cell,Logged Hours changed from '15.5' to '19'.,Review the changed sandbox cell.,36
Info,ChangedField,WEB-2001,WEB-2001,WEB,Epic,Scale Rows - Web Experience - Checkout web flow wave 02,% Complete,41,43,changed_cell,% Complete changed from '41' to '43'.,Review the changed sandbox cell.,37
Info,ChangedField,WEB-2001,WEB-2001,WEB,Epic,Scale Rows - Web Experience - Checkout web flow wave 02,Total Story Points,27,28,changed_cell,Total Story Points changed from '27' to '28'.,Review the changed sandbox cell.,37
Info,ChangedField,WEB-2001,WEB-2001,WEB,Epic,Scale Rows - Web Experience - Checkout web flow wave 02,Completed Story Points,11,12,changed_cell,Completed Story Points changed from '11' to '12'.,Review the changed sandbox cell.,37
Info,ChangedField,WEB-2001,WEB-2001,WEB,Epic,Scale Rows - Web Experience - Checkout web flow wave 02,Logged Hours,20,21,changed_cell,Logged Hours changed from '20' to '21'.,Review the changed sandbox cell.,37
Info,ChangedField,WEB-2020,WEB-2020,WEB,Epic,Scale Rows - Web Experience - Content publishing wave 21,% Complete,30,36,changed_cell,% Complete changed from '30' to '36'.,Review the changed sandbox cell.,38
Info,ChangedField,WEB-2020,WEB-2020,WEB,Epic,Scale Rows - Web Experience - Content publishing wave 21,Total Story Points,20,22,changed_cell,Total Story Points changed from '20' to '22'.,Review the changed sandbox cell.,38
Info,ChangedField,WEB-2020,WEB-2020,WEB,Epic,Scale Rows - Web Experience - Content publishing wave 21,Completed Story Points,6,8,changed_cell,Completed Story Points changed from '6' to '8'.,Review the changed sandbox cell.,38
Info,ChangedField,WEB-2020,WEB-2020,WEB,Epic,Scale Rows - Web Experience - Content publishing wave 21,Logged Hours,18.5,22.5,changed_cell,Logged Hours changed from '18.5' to '22.5'.,Review the changed sandbox cell.,38
Info,ChangedField,WEB-2011,WEB-2011,WEB,Epic,Scale Rows - Web Experience - Accessibility remediation wave 12,% Complete,26,33,changed_cell,% Complete changed from '26' to '33'.,Review the changed sandbox cell.,39
Info,ChangedField,WEB-2011,WEB-2011,WEB,Epic,Scale Rows - Web Experience - Accessibility remediation wave 12,Total Story Points,19,21,changed_cell,Total Story Points changed from '19' to '21'.,Review the changed sandbox cell.,39
